"","encoding","file","scenario","size","anomaly","impact","overlapping.F1.mean","overlapping.F1.sd","overlapping.F1v.mean","overlapping.F1v.sd","overlapping.F2.mean","overlapping.F2.sd","overlapping.F3.mean","overlapping.F3.sd","overlapping.F4.mean","overlapping.F4.sd","neighborhood.N1","neighborhood.N2.mean","neighborhood.N2.sd","neighborhood.N3.mean","neighborhood.N3.sd","neighborhood.N4.mean","neighborhood.N4.sd","neighborhood.T1.mean","neighborhood.T1.sd","neighborhood.LSC","linearity.L1.mean","linearity.L1.sd","linearity.L2.mean","linearity.L2.sd","linearity.L3.mean","linearity.L3.sd","dimensionality.T2","dimensionality.T3","dimensionality.T4","balance.C1","balance.C2","network.Density","network.ClsCoef","network.Hubs.mean","network.Hubs.sd"
"275","node2vec ","scenario1_1000_skip_0.15.csv","scenario1","1000","skip","0.15","0.999390120610304","0.00140284181999303","0.0599004760608592",NA,"7.265423038652e-131",NA,"0.856",NA,"0",NA,"0.025","0.0183275947674334","0.076800140282356","0.004","0.0631505185092568","0.143","0.350248017372938","0.0416666666666667","0.0676047764370348","0.823818","0.0047569565601856",NA,"0.00800000000000001",NA,"0.005",NA,"0.128","0.001","0.0078125","0.639072792754721","0.627293792073445","0.850784784784785","0.164046522972381","0.976182870637383","0.0859009343757606"
"286","node2vec ","scenario1_1000_skip_0.2.csv","scenario1","1000","skip","0.2","0.979682680844792","0.0077487514418131","0.0736720803439257",NA,"2.0279534970272e-131",NA,"0.816",NA,"0",NA,"0.028","0.019449035331645","0.0809591832411564","0.007","0.0834143750078963","0.116","0.320385153598987","0.0357142857142857","0.0674870945922844","0.841305","0.00683400543056079",NA,"0.00700000000000001",NA,"0.00600000000000001",NA,"0.128","0.001","0.0078125","0.707705211804179","0.547562955883677","0.847101101101101","0.220604340060993","0.935666951579911","0.167126014048511"
"294","node2vec ","scenario2_1000_all_0.05.csv","scenario2","1000","all","0.05","0.991322357067867","0.0163204921172288","0.137321895970566","0.146656542818379","2.89256267311835e-06","8.08173162421354e-06","0.522995369164997","0.269638575575601","0.090397892998308","0.192985582450115","0.119","0.152735597738889","0.256837540682687","0.077","0.266724843503829","0.34","0.47394580346768","0.00649350649350649","0.0160580022008643","0.976122","0.0649380160630547","0.0633801712052571","0.0856497126341657","0.0839265170597116","0.0815213900754836","0.0973696957031132","0.128","0.001","0.0078125","0.16131488524265","0.931022456434196","0.836794794794795","0.235950825233215","0.752931939254271","0.300094582571868"
"305","node2vec ","scenario2_1000_all_0.1.csv","scenario2","1000","all","0.1","0.931122184343853","0.115473802081485","0.123398210291234","0.197339475662475","3.34193244132047e-06","1.31763711932574e-05","0.465702826706904","0.309538405015086","0.0542206487299143","0.140008479160185","0.193","0.184825177128871","0.287841613163019","0.123","0.328601550481703","0.33","0.470448000656099","0.00418410041841004","0.00963229415450698","0.985625","0.0443601488901329","0.060639037021493","0.0625905874692428","0.0843808315523295","0.050681817566028","0.0672704975824262","0.128","0.001","0.0078125","0.273347501721995","0.86060327743941","0.844728728728729","0.364574538516386","0.725628084655094","0.313874279966211"
"318","node2vec ","scenario2_1000_all_0.15.csv","scenario2","1000","all","0.15","0.951435337066695","0.072060275900494","0.166936455759791","0.242014684209465","1.83089576159442e-07","6.09127938326953e-07","0.532715926135078","0.324460724313373","0.0326605916357455","0.106766369352983","0.225","0.212188876171784","0.299487664487616","0.15","0.357250091151322","0.279","0.448731947113597","0.00350877192982456","0.00799014094742844","0.987295","0.0594885493602407","0.059767161973003","0.089177279153611","0.0914014657920335","0.0762776448390956","0.0895081113148212","0.128","0.001","0.0078125","0.317982846707603","0.827612483786978","0.850974974974975","0.319980059239228","0.74144078392007","0.302793763960596"
"325","node2vec ","scenario2_1000_all_0.2.csv","scenario2","1000","all","0.2","0.960726748893197","0.0592800783868537","0.179170712260296","0.285815081938315","9.84314289552567e-06","2.60853023561138e-05","0.575093669515806","0.315279105608785","0.0128428799811972","0.0273938574798166","0.306","0.276957972810408","0.329811841999027","0.204","0.403170617166661","0.428","0.495036423974096","0.00265957446808511","0.00478007685626215","0.992013","0.0737233206753609","0.0698330995294463","0.113092372821897","0.123069465991767","0.109826178335947","0.122989912715818","0.128","0.001","0.0078125","0.416962836571232","0.743079850308045","0.864942942942943","0.321537582262668","0.768266519313934","0.288192356596935"
"334","node2vec ","scenario2_1000_attribute_0.05.csv","scenario2","1000","attribute","0.05","0.997767890243543","0.00114063768699868","0.749660000906977",NA,"0.000172427476399944",NA,"0.87",NA,"0",NA,"0.146","0.170188919292864","0.272566341271159","0.105","0.306706812883361","0.062","0.241276219744537","0.00480769230769231","0.0118656545107158","0.982783","0.0503339194378506",NA,"0.053",NA,"0.052",NA,"0.128","0.001","0.0078125","0.299006577721677","0.888417083695524","0.83771971971972","0.262546664218395","0.746611684726622","0.298878017036653"
"345","node2vec ","scenario2_1000_attribute_0.1.csv","scenario2","1000","attribute","0.1","0.999976794734579","6.05558402577747e-05","0.94189801536636",NA,"0.000279999249323389",NA,"0.929",NA,"0.114",NA,"0.306","0.264896752918103","0.346220469255784","0.211","0.408222544264333","0.137","0.344019402576874","0.00278551532033426","0.00572714907570766","0.991637","0.0982896699669206",NA,"0.109",NA,"0.105",NA,"0.128","0.001","0.0078125","0.49689226848537","0.758938743698511","0.857573573573574","0.250777908585691","0.847676307420668","0.234915080687826"
"354","node2vec ","scenario2_1000_attribute_0.15.csv","scenario2","1000","attribute","0.15","0.999853247913483","0.000447680604993009","0.898685541596517",NA,"1.20131203940449e-05",NA,"0.916",NA,"0.243",NA,"0.358","0.314456923039805","0.344906445582502","0.262","0.439942666207257","0.234","0.423584021680969","0.00210526315789474","0.00369305907357264","0.994045","0.12740451315473",NA,"0.146",NA,"0.152",NA,"0.128","0.001","0.0078125","0.599739109349706","0.667789276236558","0.864618618618619","0.285058992232985","0.823401800203576","0.23784932834712"
"365","node2vec ","scenario2_1000_attribute_0.2.csv","scenario2","1000","attribute","0.2","0.999854839395248","0.000283787844219466","0.948772000361218",NA,"0.022857989191237",NA,"0.968",NA,"0.338",NA,"0.454","0.341451143949844","0.346739459364115","0.313","0.463946382943381","0.236","0.424834655465493","0.00185873605947955","0.00268981939558355","0.995627","0.161077764144401",NA,"0.192",NA,"0.202",NA,"0.128","0.001","0.0078125","0.705636606460175","0.550153103832235","0.877031031031031","0.309326688484149","0.768179470961592","0.290421298434726"
"374","node2vec ","scenario2_1000_early_0.05.csv","scenario2","1000","early","0.05","0.999447992149552","0.000532580639165398","0.793299080953205",NA,"4.06273502964618e-06",NA,"0.889",NA,"0",NA,"0.144","0.167747281708094","0.273419581792091","0.088","0.283436653127884","0.106","0.307991653878573","0.00490196078431373","0.0114039227577384","0.982666","0.045804005358361",NA,"0.048",NA,"0.043",NA,"0.128","0.001","0.0078125","0.277839573958309","0.899415369444249","0.836218218218218","0.294761640157001","0.782226238862715","0.246824068343934"
"385","node2vec ","scenario2_1000_early_0.1.csv","scenario2","1000","early","0.1","0.997737554795204","0.0011191770198619","0.889703635640683",NA,"4.00030249997872e-05",NA,"0.946",NA,"0",NA,"0.296","0.249063010057323","0.327241618102516","0.174","0.379299179893482","0.143","0.350248017372938","0.0027027027027027","0.0049252673286085","0.992034","0.0991021817623551",NA,"0.11",NA,"0.115",NA,"0.128","0.002","0.015625","0.499915958164528","0.756528226809251","0.856776776776777","0.27636958773296","0.840065315652986","0.242064507506833"
"394","node2vec ","scenario2_1000_early_0.15.csv","scenario2","1000","early","0.15","0.998148543152146","0.00068287937517497","0.921451992503359",NA,"0.00266983824113671",NA,"0.962",NA,"0.01",NA,"0.347","0.284599389818938","0.345211330747595","0.213","0.409632516774241","0.16","0.366789496216201","0.00219298245614035","0.00414172484742522","0.993557","0.125112821331285",NA,"0.143",NA,"0.146",NA,"0.128","0.001","0.0078125","0.592041938748365","0.675317725043648","0.858428428428428","0.363123735912816","0.719136449131746","0.323251828343873"
"405","node2vec ","scenario2_1000_early_0.2.csv","scenario2","1000","early","0.2","0.995740273696488","0.00147467363027121","0.921129598549634",NA,"0.00530385118566464",NA,"0.966",NA,"0.186",NA,"0.457","0.362450286071352","0.359043947428534","0.276","0.447240454368815","0.289","0.453524734369234","0.00169779286926995","0.0022828133118781","0.995974","0.172188594703156",NA,"0.208",NA,"0.214",NA,"0.128","0.001","0.0078125","0.737642380185689","0.508637968884223","0.875397397397397","0.363561057881635","0.783838335824266","0.275859976806516"
"419","node2vec ","scenario2_1000_insert_0.05.csv","scenario2","1000","insert","0.05","0.904410517334679","0.138828634460956","0.00321043587954268",NA,"2.52273912065262e-47",NA,"0.046",NA,"0",NA,"0.01","0.0377282782007393","0.0756627450914217","0.001","0.0316227766016838","0.145","0.352277020396022","0.111111111111111","0.206715048100304","0.564888","0",NA,"0",NA,"0",NA,"0.128","0.002","0.015625","0.273513827707064","0.901603439299311","0.824056056056056","0.309534568815807","0.691966689712989","0.332356181000428"
"425","node2vec ","scenario2_1000_insert_0.1.csv","scenario2","1000","insert","0.1","0.781268741215088","0.199476867469578","0.0061251522926901",NA,"9.41515266582187e-59",NA,"0.036",NA,"0",NA,"0.004","0.0555931338098838","0.0886227675462576","0","0","0.079","0.269873733126868","0.142857142857143","0.212406393949137","0.590097","0",NA,"0",NA,"0",NA,"0.128","0.002","0.015625","0.462623491762443","0.785240182311153","0.826328328328328","0.392885702105306","0.952664120813494","0.151929213524857"
"434","node2vec ","scenario2_1000_insert_0.15.csv","scenario2","1000","insert","0.15","0.736193048174042","0.237016461086377","0.00993713304829924",NA,"3.77086958418881e-62",NA,"0.028",NA,"0",NA,"0.004","0.0716396486681903","0.102353758112843","0","0","0.058","0.233860408557521","0.0769230769230769","0.149622559316469","0.642648","0",NA,"0",NA,"0",NA,"0.128","0.003","0.0234375","0.589452761117812","0.677822320474715","0.82977977977978","0.375043238669345","0.935697440138427","0.168042675258408"
"445","node2vec ","scenario2_1000_insert_0.2.csv","scenario2","1000","insert","0.2","0.729283392715437","0.2280657634919","0.0167983149783518",NA,"0",NA,"0",NA,"0",NA,"0.006","0.0726314984523902","0.0998199867576038","0","0","0.004","0.0631505185092568","0.0625","0.120087190546425","0.670492","0",NA,"0",NA,"0",NA,"0.128","0.003","0.0234375","0.684432807199574","0.57600164044611","0.835355355355355","0.302472913417811","0.912537092119096","0.196774613237577"
"454","node2vec ","scenario2_1000_late_0.05.csv","scenario2","1000","late","0.05","0.998435945784038","0.000940072715894081","0.788421910803007",NA,"1.09977439581211e-07",NA,"0.929",NA,"0.003",NA,"0.159","0.176418512322159","0.295407258506878","0.107","0.309267920493941","0.089","0.284886223184204","0.00476190476190476","0.0107539010921163","0.986398","0.0566066940933749",NA,"0.0600000000000001",NA,"0.0620000000000001",NA,"0.128","0.002","0.015625","0.327444919154476","0.872858431018936","0.836556556556557","0.31872157578481","0.783008518175351","0.282781701901328"
"465","node2vec ","scenario2_1000_late_0.1.csv","scenario2","1000","late","0.1","0.999666555025048","0.000231920629957798","0.840327082813034",NA,"3.86425466594973e-06",NA,"0.933",NA,"0",NA,"0.236","0.219085704761684","0.314590129675272","0.14","0.347160655202344","0.139","0.346119630761965","0.0031055900621118","0.00606054857481475","0.990737","0.0808856492894489",NA,"0.088",NA,"0.092",NA,"0.128","0.002","0.015625","0.42975860930376","0.808797743386445","0.848648648648649","0.28879402920536","0.689315920880616","0.343494317941339"
"474","node2vec ","scenario2_1000_late_0.15.csv","scenario2","1000","late","0.15","0.997015806894391","0.00138951283040936","0.889266602890058",NA,"0.000326099772830589",NA,"0.951",NA,"0.124",NA,"0.371","0.304220632738395","0.349667844234752","0.24","0.427296831936047","0.242","0.428508599236491","0.00207900207900208","0.00345778045409851","0.99439","0.132700713660828",NA,"0.153",NA,"0.152",NA,"0.128","0.002","0.015625","0.617297163775739","0.65014079031557","0.863201201201201","0.338134611230041","0.739602098168223","0.313521807033536"
"485","node2vec ","scenario2_1000_late_0.2.csv","scenario2","1000","late","0.2","0.999227845379181","0.000474082302041586","0.896634531868966",NA,"0.0123621341435409",NA,"0.977",NA,"0.171",NA,"0.429","0.327786944237986","0.359950807887808","0.275","0.446737702208549","0.231","0.421683313419937","0.00186915887850467","0.00275424123794698","0.995383","0.158254741889341",NA,"0.188",NA,"0.19",NA,"0.128","0.002","0.015625","0.697268815792328","0.560504859735593","0.871517517517517","0.340699808481877","0.753071880542712","0.303775172024628"
"494","node2vec ","scenario2_1000_rework_0.05.csv","scenario2","1000","rework","0.05","0.99303101288227","0.0033615710155169","0.0502032842865311",NA,"2.29331750290586e-58",NA,"0.967",NA,"0",NA,"0.016","0.0445899506007457","0.0925239988924853","0.005","0.0705689732104696","0.267","0.44261372200476","0.0769230769230769","0.157098409464928","0.633968","0.0303831013683429",NA,"0.023",NA,"0.026",NA,"0.128","0.001","0.0078125","0.277839573958309","0.899415369444249","0.827793793793794","0.25284363780534","0.72646916482645","0.293433276514765"
"505","node2vec ","scenario2_1000_rework_0.1.csv","scenario2","1000","rework","0.1","0.99895669128795","0.0017622228322975","0.0865181802608622",NA,"1.90370077012664e-61",NA,"0.94",NA,"0",NA,"0.01","0.0527403311844565","0.0922004516564655","0.001","0.0316227766016838","0.247","0.431482534034898","0.0833333333333333","0.168619708399125","0.627138","0.05237602444913",NA,"0.045",NA,"0.044",NA,"0.128","0.001","0.0078125","0.402179190202273","0.827392120075047","0.831837837837838","0.2859591604417","0.786413350090507","0.266662994127775"
"518","node2vec ","scenario2_1000_rework_0.15.csv","scenario2","1000","rework","0.15","0.998496037672035","0.000516423780634883","0.0227786971480009",NA,"3.35667797651277e-74",NA,"0.893",NA,"0",NA,"0.012","0.0622579785680012","0.0933147986384702","0.002","0.0446989708829856","0.283","0.450681832465115","0.1","0.172348484182484","0.647155","0.11232569704163",NA,"0.072",NA,"0.08",NA,"0.128","0.001","0.0078125","0.607332136358471","0.660239388426076","0.834236236236236","0.314815357927376","0.980091418510458","0.0971079655329945"
"525","node2vec ","scenario2_1000_rework_0.2.csv","scenario2","1000","rework","0.2","0.997252870160786","0.00151010193074452","0.0303928129845673",NA,"2.29321868010744e-65",NA,"0.853",NA,"0",NA,"0.012","0.0735277010096479","0.0988474247422713","0","0","0.272","0.4452125494797","0.0625","0.12145506713733","0.739204","0.148496811852009",NA,"0.116",NA,"0.113",NA,"0.128","0.001","0.0078125","0.729856316947157","0.519027534240083","0.845605605605606","0.231903543207872","0.962697100675236","0.125172153407387"
"534","node2vec ","scenario2_1000_skip_0.05.csv","scenario2","1000","skip","0.05","0.99996590420993","0.000115694774708601","0.0719222812993232",NA,"2.93936956017168e-61",NA,"0.956",NA,"0",NA,"0.014","0.0601168515785922","0.114148891303697","0.005","0.0705689732104696","0.237","0.425455064621415","0.0333333333333333","0.095519751823933","0.677974","0.0341229592597517",NA,"0.03",NA,"0.031",NA,"0.128","0.001","0.0078125","0.286396957115956","0.895027624309392","0.829451451451451","0.28678642758122","0.711372231020268","0.318989210656916"
"545","node2vec ","scenario2_1000_skip_0.1.csv","scenario2","1000","skip","0.1","0.995501594702335","0.00212485620265135","0.0162749287029108",NA,"9.62345395026508e-76",NA,"0.927",NA,"0",NA,"0.015","0.0747145058151754","0.119911461040008","0.006","0.0772655807586403","0.241","0.427904314189635","0.0303030303030303","0.0873199879926143","0.771699","0.0656660270799342",NA,"0.074",NA,"0.095",NA,"0.128","0.001","0.0078125","0.459413032704721","0.787611327589844","0.836790790790791","0.263197505770168","0.981449602799862","0.108060819303201"
"554","node2vec ","scenario2_1000_skip_0.15.csv","scenario2","1000","skip","0.15","0.997954546676082","0.000705390554792412","0.0220441212615765",NA,"7.70696930969155e-66",NA,"0.872",NA,"0",NA,"0.024","0.0854229830953079","0.126874515850014","0.007","0.0834143750078963","0.274","0.446232140396815","0.0188679245283019","0.0705312363249976","0.77726","0.0903228888888613",NA,"0.084",NA,"0.096",NA,"0.128","0.001","0.0078125","0.61233715774747","0.655194579896235","0.838606606606607","0.281718465896617","0.966177382667342","0.131799182385866"
"565","node2vec ","scenario2_1000_skip_0.2.csv","scenario2","1000","skip","0.2","0.998532165031996","0.00119530079857413","0.0273676799069679",NA,"1.77044072790355e-73",NA,"0.841",NA,"0",NA,"0.014","0.0784884107591292","0.1114289943337","0.003","0.054717401199198","0.273","0.445723759373078","0.0357142857142857","0.101783669338039","0.709843","0.0902971284641848",NA,"0.078",NA,"0.076",NA,"0.128","0.002","0.015625","0.671247885382951","0.591454070134319","0.842618618618619","0.309701899801972","0.963281075175569","0.127706421846813"
